Application_Date,employer_name,employer_city,Processing_Office,employer_postal_code,total_workers,Decision_Date,soc_code,Visa_Status,wage_rate_of_pay_from,full_time_position,wage_unit_of_pay,prevailing_wage,pw_unit_of_pay,year,CAcase_submitted,Processing_Days,Processing_Months,Visa_Type
2016-03-16,NETENRICH INC,SAN JOSE,California,95110,1,2016-10-19,15-1133,CERTIFIED-WITHDRAWN,85883.0,Y,Year,85883.0,Year,2017,2016-03-16,217,7,H1B
2016-03-16,NETENRICH INC,SAN JOSE,California,95110,1,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,81515.0,Y,Year,81515.0,Year,2017,2016-03-16,217,7,H1B
2016-03-16,NETENRICH INC,SAN JOSE,California,95110,1,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,81515.0,Y,Year,81515.0,Year,2017,2016-03-16,217,7,H1B
2016-03-16,NETENRICH INC,SAN JOSE,California,95110,1,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,81515.0,Y,Year,81515.0,Year,2017,2016-03-16,217,7,H1B
2016-03-18,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-18,215,7,H1B
2016-03-18,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-18,215,7,H1B
2016-03-18,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-18,215,7,H1B
2016-03-18,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-18,215,7,H1B
2016-03-18,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-18,215,7,H1B
2016-03-18,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-18,215,7,H1B
2016-03-20,MORLOGIC INC,ANN ARBOR,Michigan,48105,1,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,63000.0,Y,Year,62234.0,Year,2017,2016-03-20,213,7,H1B
2016-03-21,MARLABS INC,PISCATAWAY,New Jersey,8854,1,2016-10-19,15-1131,CERTIFIED-WITHDRAWN,70400.0,Y,Year,70304.0,Year,2017,2016-03-21,212,7,H1B
2016-03-22,RITNOA INC,FLORAL PARK,New York,11001,1,2016-10-19,15-1134,CERTIFIED-WITHDRAWN,55000.0,Y,Year,54725.0,Year,2017,2016-03-22,211,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,65682.0,Y,Year,65682.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-24,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,84739.0,Y,Year,84739.0,Year,2017,2016-03-24,209,7,H1B
2016-03-27,NETLINE TECHNOLOGIES LLC,CUMMING,Georgia,30040,1,2016-10-19,15-1133,CERTIFIED-WITHDRAWN,65000.0,Y,Year,62483.0,Year,2017,2016-03-27,206,7,H1B
2016-04-06,ERICSSON INC,PLANO,Texas,75024,1,2016-10-19,41-9031,CERTIFIED-WITHDRAWN,84157.0,Y,Year,84157.0,Year,2017,2016-04-06,196,7,H1B
2016-04-11,WINEGARDNER AND HAMMONS HOTEL GROUP LLC,CINCINNATI,Ohio,45242,1,2016-10-19,9081-11-01 00:00:00,CERTIFIED-WITHDRAWN,34632.0,Y,Year,34632.0,Year,2017,2016-04-11,191,6,H1B
2016-04-18,IBM CORPORATION,DURHAM,North Carolina,27709,1,2016-10-19,13-1111,WITHDRAWN,140136.0,Y,Year,81827.0,Year,2017,2016-04-18,184,6,H1B
2016-04-18,IBM CORPORATION,DURHAM,North Carolina,27709,1,2016-10-19,13-1111,WITHDRAWN,140136.0,Y,Year,85530.0,Year,2017,2016-04-18,184,6,H1B
2016-04-19,NETLINE TECHNOLOGIES LLC,CUMMING,Georgia,30040,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,68000.0,Y,Year,67538.0,Year,2017,2016-04-19,183,6,H1B
2016-04-21,WINEGARDNER AND HAMMONS HOTEL GROUP LLC,CINCINNATI,Ohio,45242,1,2016-10-19,9081-11-01 00:00:00,CERTIFIED-WITHDRAWN,34632.0,Y,Year,34632.0,Year,2017,2016-04-21,181,6,H1B
2016-04-28,CREDIT SUISSE SECURITIES (USA) LLC,NEW YORK,New York,10010-3629,1,2016-10-19,13-2051,CERTIFIED-WITHDRAWN,150000.0,Y,Year,94640.0,Year,2017,2016-04-28,174,6,H1B
2016-05-02,INTERACTIVE COMMUNICATIONS INTERNATIONAL INC,ATLANTA,Georgia,30303,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,89078.5199999999,Y,Year,57325.0,Year,2017,2016-05-02,170,6,H1B
2016-05-03,VSOFT CONSULTING GROUP INC,LOUISVILLE,Kentucky,40223,1,2016-10-19,15-1131,CERTIFIED-WITHDRAWN,62000.0,Y,Year,60570.0,Year,2017,2016-05-03,169,6,H1B
2016-05-10,VSOFT CONSULTING GROUP INC,LOUISVILLE,Kentucky,40222,1,2016-10-19,15-1131,CERTIFIED-WITHDRAWN,80000.0,Y,Year,62566.0,Year,2017,2016-05-10,162,5,H1B
2016-05-11,IBM CORPORATION,DURHAM,North Carolina,27709,1,2016-10-19,15-1133,WITHDRAWN,99195.0,Y,Year,99195.0,Year,2017,2016-05-11,161,5,H1B
2016-05-24,DIGITAL SOFTWARE INC,SAN ANTONIO,Texas,78228,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,72384.0,Y,Year,69077.0,Year,2017,2016-05-24,148,5,H1B
2016-05-31,MANAGEMENT SCIENCE ASSOCIATES INC,PITTSBURGH,Pennsylvania,15206-4490,1,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,93100.0,Y,Year,76960.0,Year,2017,2016-05-31,141,5,H1B
2016-06-07,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,NEW BRUNSWICK,New Jersey,8901,1,2016-10-19,25-1042,CERTIFIED-WITHDRAWN,175000.0,Y,Year,71294.0,Year,2017,2016-06-07,134,4,H1B
2016-06-15,MARLABS INC,PISCATAWAY,New Jersey,8854,1,2016-10-19,15-1131,CERTIFIED-WITHDRAWN,74800.0,Y,Year,74714.0,Year,2017,2016-06-15,126,4,H1B
2016-06-16,TEMPTIME CORPORATION,MORRIS PLAINS,New Jersey,7950,1,2016-10-19,17-2112,CERTIFIED-WITHDRAWN,65000.0,Y,Year,64397.0,Year,2017,2016-06-16,125,4,H1B
2016-06-20,DIVENSI INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,79186.0,Y,Year,79186.0,Year,2017,2016-06-20,121,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,112029.0,Y,Year,109824.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,98000.0,Y,Year,89960.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,98000.0,Y,Year,84032.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,111114.0,Y,Year,111114.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,98000.0,Y,Year,89960.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,75000.0,Y,Year,73100.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91600.0,Y,Year,91600.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1133,CERTIFIED-WITHDRAWN,105872.0,Y,Year,91700.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,98000.0,Y,Year,89960.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,98000.0,Y,Year,78250.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,107000.0,Y,Year,92810.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,107000.0,Y,Year,83554.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,98000.0,Y,Year,89960.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1133,CERTIFIED-WITHDRAWN,143645.0,Y,Year,143645.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,75000.0,Y,Year,71200.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,98000.0,Y,Year,84032.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,98000.0,Y,Year,93371.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,75000.0,Y,Year,71200.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1133,CERTIFIED-WITHDRAWN,105872.0,Y,Year,91624.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,98000.0,Y,Year,87568.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,107000.0,Y,Year,94349.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,107000.0,Y,Year,100755.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,107120.0,Y,Year,107120.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,107000.0,Y,Year,100464.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,107000.0,Y,Year,100464.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,98000.0,Y,Year,89960.0,Year,2017,2016-06-28,113,4,H1B
2016-06-28,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,107000.0,Y,Year,100755.0,Year,2017,2016-06-28,113,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91600.0,Y,Year,91600.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91600.0,Y,Year,91600.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91562.0,Y,Year,91562.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,98000.0,Y,Year,82534.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,87700.0,Y,Year,87700.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,87700.0,Y,Year,87700.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91562.0,Y,Year,91562.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1152,CERTIFIED-WITHDRAWN,82000.0,Y,Year,77600.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91562.0,Y,Year,91562.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,81619.0,Y,Year,79900.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91600.0,Y,Year,91600.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,107000.0,Y,Year,88546.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,82000.0,Y,Year,77200.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,108035.0,Y,Year,108035.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,75000.0,Y,Year,60000.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,81700.0,Y,Year,81700.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,92851.0,Y,Year,83866.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,107000.0,Y,Year,100755.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,107000.0,Y,Year,103522.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,84400.0,Y,Year,84400.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,98000.0,Y,Year,77730.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,81619.0,Y,Year,81619.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,82000.0,Y,Year,72946.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,75000.0,Y,Year,71115.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,75000.0,Y,Year,71115.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,75000.0,Y,Year,71323.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,17-2061,CERTIFIED-WITHDRAWN,101192.0,Y,Year,101192.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,93517.0,Y,Year,93517.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,41-9031,CERTIFIED-WITHDRAWN,87880.0,Y,Year,87880.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,88500.0,Y,Year,88500.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,98000.0,Y,Year,88300.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,87818.0,Y,Year,87818.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,85966.0,Y,Year,85966.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,100360.0,Y,Year,100360.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,88442.0,Y,Year,88442.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,82000.0,Y,Year,81973.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,82000.0,Y,Year,81973.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,98000.0,Y,Year,78936.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,107000.0,Y,Year,104146.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,107000.0,Y,Year,100464.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,107000.0,Y,Year,104146.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,88442.0,Y,Year,88442.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,75000.0,Y,Year,73008.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,82000.0,Y,Year,81973.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,112632.0,Y,Year,112632.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1133,CERTIFIED-WITHDRAWN,88462.0,Y,Year,76000.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,91600.0,Y,Year,91600.0,Year,2017,2016-06-29,112,4,H1B
2016-06-29,CAPGEMINI AMERICA INC,NEW YORK,New York,10022,2,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,107000.0,Y,Year,83554.0,Year,2017,2016-06-29,112,4,H1B
2016-07-04,OFFICE DEPOT INC,BOCA RATON,Florida,33496,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,93766.0,Y,Year,93766.0,Year,2017,2016-07-04,107,4,H1B
2016-07-05,NETLINE TECHNOLOGIES LLC,CUMMING,Georgia,30040,1,2016-10-19,15-1133,CERTIFIED-WITHDRAWN,75000.0,Y,Year,74734.0,Year,2017,2016-07-05,106,4,H1B
2016-07-17,MORLOGIC INC,ANN ARBOR,Michigan,48104,1,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,67000.0,Y,Year,66518.0,Year,2017,2016-07-17,94,3,H1B
2016-07-19,MORLOGIC INC,ANN ARBOR,Michigan,48104,1,2016-10-19,15-1121,CERTIFIED-WITHDRAWN,60000.0,Y,Year,52790.0,Year,2017,2016-07-19,92,3,H1B
2016-07-21,KBR INC,HOUSTON,Texas,77002,1,2016-10-19,17-2141,CERTIFIED-WITHDRAWN,137175.999999999,N,Hour,130062.399999999,Hour,2017,2016-07-21,90,3,H1B
2016-07-31,INTERACTIVE COMMUNICATIONS INTERNATIONAL INC,ATLANTA,Georgia,30303,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,90000.0,Y,Year,61547.0,Year,2017,2016-07-31,80,3,H1B
2016-08-02,OREGON HEALTH AND SCIENCE UNIVERSITY,PORTLAND,Oregon,97239,1,2016-10-19,19-1029,CERTIFIED-WITHDRAWN,43691.0,Y,Year,43576.0,Year,2017,2016-08-02,78,3,H1B
2016-08-04,AZIMETRY INC,BELLEVUE,Washington,98007,1,2016-10-19,15-1132,CERTIFIED-WITHDRAWN,67933.0,Y,Year,67933.0,Year,2017,2016-08-04,76,3,H1B
2016-08-18,POLARIS CONSULTING AND SERVICES LTD,PISCATAWAY,New Jersey,08854-6144,1,2016-10-19,15-1199,CERTIFIED-WITHDRAWN,115000.0,Y,Year,106995.0,Year,2017,2016-08-18,62,2,H1B
2016-08-22,HINT HEALTH INC,SAN FRANCISCO,California,94103,1,2016-10-19,11-1021,CERTIFIED-WITHDRAWN,104000.0,Y,Year,66851.0,Year,2017,2016-08-22,58,2,H1B
